@dedensujana,12/29/2014,@arhlibrary: Mengambil Bantuan untuk Banjir Bandung Selatan  Relawan Humanity First Terjebak Banjir di Jakarta http://humanityfirstindonesia.org/node/27?,2,,,
@desainbanguncom,12/29/2014,"#news ""drainase Jakarta buruk penyebab banjir Jakarta"". baca selengkapnya disini http://desainbangun.com/index.php/new/7648/drainase-buruk-penyebab-banjir-jakarta??",2,,,
@NU_Garut,12/29/2014,pemuda islam garut -Agama dan Peristiwa Bencana: Bencana kembali melanda negeri di penghujung tahun ini. Ketika banjir di Jakarta  Bandung ?,2,,,
@AgungPrasetio7,12/29/2014,Banjir  Laga Persija Kontra Klub Malaysia Batal\n\nSkalanews - Rencana uji coba Persija Jakarta melawan klub... http://fb.me/38WmlPDRB?,3,,,
@totosmongi,12/29/2014,#JBluesInternet Wagub DKI tegaskan Jakarta siap hadapi banjir http://bit.ly/1tfXfHf? #BlusukanDuniaMaya,2,,,
@BandungTea,12/29/2014,"RT @Diki_Dreamer: Yg bikin berita congornya gak sekolah RT ""@BandungTea: Beda Banjir Jakarta dan Bandung http://bit.ly/1xd6rkL?""",2,,,
@suaranews,12/29/2014,"Gara-gara "" SI KOMO "" Jakarta Banjir Lagi http://dlvr.it/7ycDL3?",3,,,
@Diki_Dreamer,12/29/2014,"Yg bikin berita congornya gak sekolah RT ""@BandungTea: Beda Banjir Jakarta dan Bandung http://bit.ly/1xd6rkL?""",2,,,
@BandungTea,12/29/2014,Beda Banjir Jakarta dan Bandung http://bit.ly/1xd6rkL?,2,,,
@NastarLebaran,12/29/2014,Beda Banjir Jakarta dan Bandung: BANJIR bukan hanya melanda ibukota  DKI Jakarta  melainkan juga Bandung dan A... http://bit.ly/1HXKl7w?,2,,,
@junaidigaza,12/29/2014,Jangan mimpi banjir jakarta teratasi...itukan salah satu bahan utama materi kampanye calon gubernur...hahaha...,2,,,
@PuisiSelamat,12/29/2014,#Sabtu    Info Jakarta @infojekardah     :Sabtu Pagi  Jakarta Timur Banjir Lagi - http://Tempo.co?? http...  http://goo.gl/PGI95U?,3,,,
@Mutekkk,12/29/2014,"banjir ""@SoalPelajar: #HappyDayWithCanD selain macet  Jakarta juga terkenal dengan ?""",2,,,
@ZEN_Justice,12/29/2014,Tak Liput Banjir Jakarta  Metro TV Dibanjiri Sindiran Netizen >> http://www.pkspiyungan.org/2014/12/tak-liput-banjir-jakarta-metro-tv.html??pic.twitter.com/xNShOJrufS,1,,,
@romiardi,12/29/2014,6. Baru sj kita saksikan longsor di banjarnegara  berlanjut banjir di bandung selatan  cilacap dan jakarta. #PergantianTahun #Empati,3,,,
@bakraniskANDAr,12/29/2014,Agak mengejutkan. Ternyata sebab utama dari banjir di Jakarta adalah doa para single.  ? Jomblo Mulia pic.twitter.com/C9tYHEHpkN,2,,,
@_bimaps,12/29/2014,Uji Coba Persija Lawan Klub Malaysia Batal Digelar Karena Banjir: Niatan Persija Jakarta melakoni laga persaha... http://bit.ly/1HXlYGU?,3,,,
@Tips_Properti,12/29/2014,Wagub Ajak Warga Peduli Banjir - Koran Jakarta: Koran JakartaWagub Ajak Warga Peduli BanjirKoran JakartaJAKART... http://bit.ly/1AeAUjx?,2,,,
@DahLuGe,12/29/2014,Sayur asem RT @info_Jakarta: Persija Vs Kelantan Batal Karena Banjir http://bit.ly/1ECItEZ?pic.twitter.com/xZxkoJg2Yz,3,,,
@ivanseptiandi,12/29/2014,"demi mengatasi banjir jakarta  gubernur DKI jakarta ""ahok""    akan memanggil avatar pengendali air  dalam konferensi pers tadi malam",2,,,
@LockHertz,12/29/2014,#Taufiq371 Jakarta suka banjir karena.......,2,,,
@BeritaJakarta,12/29/2014,POTRET JAKARTA: Penjelasan titik rawan banjir saat rapat membahas antisipasi banjir dan aset daerah  di Balaikota DKI pic.twitter.com/TMVp1YeAFZ,2,,,
@BeritaJakarta,12/29/2014,POTRET JAKARTA: Suasana ruang rapat membahas antisipasi banjir serta aset daerah  di Balaikota DKI  Senin (29/12). pic.twitter.com/wYw4rNXpe7,2,,,
@didienAZHAR,12/29/2014,Sudah Tergenang  Pemprov DKI Jakarta Baru Nyatakan Siap Tangani Banjir http://www.republika.co.id/berita/nasional/jabodetabek-nasional/14/12/29/nhbqya-sudah-tergenang-pemprov-dki-baru-nyatakan-siap-tangani-banjir?? #AHOK??,2,,,
@SpecialBuatLoe,12/29/2014,Nasib Garuda Penangkal 'Banjir Abadi' Jakarta? - Liputan 6 http://Liputan6.com? http://dlvr.it/7yV1xN? #infoJKT,1,,,
@BeritaJakarta,12/29/2014,POTRET JAKARTA: Peserta rapat Antisipasi Banjir dan Aset Daerah  di Balaikota DKI Jakarta  Senin (29/12). pic.twitter.com/cOYWgFgDZk,2,,,
@SipitNahh,12/29/2014,Kamu tau gak sih  kamu itu kaya Jakarta kalo lagi musim hujan. Bikin otakku ini macet total gara-gara banjir pikiran tentang kamu.,1,,,
@PuisiSelamat,12/29/2014,#Sabtu    Info Jakarta @infojekardah     :Sabtu Pagi  Jakarta Timur Banjir Lagi - http://Tempo.co?? http...  http://goo.gl/PGI95U?,3,,,
@OscarRamdhan240,12/29/2014,Aduh musim ujan lagi jakarta banjir dei,3,,,
@d0d31873653,12/29/2014,Kepo Jakarta suka banjir karena.......,2,,,
@FilaniaIreyne,12/29/2014,"Manado langganan banjir juga skrg. Mkanya org mnado jgn suka terek2 pa jakarta klo lg bnjir --""",2,,,
@ennofebrianaa,12/29/2014,jakarta kapan ga panas ? Bandung kapan ga banjir? http://ask.fm/a/bmog7ai3?,2,,,
@Christyers_SRGN,12/29/2014,Kamu tuh kaya Jakarta kalo hujan ya. | Kok gitu? | Bikin otakku MACET gara-gara BANJIR pikiran tentang kamu @Noeey_Chibi,1,,,
@saripuspitaayu,12/29/2014,DKI Jakarta ini memang unik.\nBanjir dimana-mana  ada juga duka Nasional.\nMasih pesta. \nDan gak ada yang membatalkan!\n\n#JakartaNightFestival,2,,,
@BeritaJakarta,12/29/2014,POTRET JAKARTA: Gubernur DKI memimpin rapat antisipasi banjir serta aset daerah  di Balaikota DKI  Senin (29/12). pic.twitter.com/ZqR5GtO8gG,2,,,
@gandenku17,12/29/2014,Harusnya Jakarta itu belajar dari musibah 2 tahun silam saat setelah pesta pora di HI musibah banjir menggenangi HI pun terjadi...#Mikir,2,,,
@Guruhbs,12/29/2014,berita #banjirjakarta tertutup #AirAsiaHilangKontak  di #Metro_TV,2,,,
@nrftrizal24,12/29/2014,Dan sebelum banjir di jakarta pada thn 2015 saat mlm tahun baru warga jakarta bnyk yg membakar uangnya @FaktaAgama: Asal Anda Tahu  sebelum,2,,,
@Matvisual,12/29/2014,Seorang wanita bersepeda melewati banjir di perempatan lampu merah Jalan Panjang  Jakarta Barat (28/12/2014) -... http://fb.me/1U76x9B9r?,3,,,
@budipur2020,12/29/2014,Akhir tahun 2014 bencana mendera Indonesia. Banjir Jakarta  tanah longsor Banjarnegara  Pesawat Jatuh. Masih terpikirkan untuk berpesta?,2,,,
@IyanCavallera,12/29/2014,Tak Liput Banjir Jakarta  Metro TV Dibanjiri Sindiran Netizen | PIYUNGAN ONLINE http://fb.me/1zlpb6Q6k?,1,,,
@prazjp,12/29/2014,Drainase Buruk Penyebab Banjir Jakarta: JAKARTA  http://KOMPAS.com? - Buruknya drainase dan padatnya daerah... http://bit.ly/1A4AfQz?,2,,,
@suaraagraria,12/29/2014,Solusi Murah Atasi Banjir Jakarta  Pakai Saja Sistem Sumur Injeksi http://dld.bz/d4283? #T0i,2,,,
@heryadisilviant,12/29/2014,Lalu apa yg kita dapatkan dari Jakarta baru? Banjir yg sama  kemacetan yg semakin akut  KJS yg tergopoh-gopoh  mulutnya itu loh @basuki_btp,2,,,
@IMaliara,12/29/2014,Pompa Air Siap  Djarot Nggak Janji Jakarta Bebas Banjir http://disq.us/8liry1?,2,,,
@WotaMadya_JKT48,12/29/2014,"Kata ""Banjir"" di Jakarta sama di Jogjakarta beda artinya =)) #why",2,,,
@aditnamasaya,12/29/2014,"Nah....  ""@VaLLdNasT: @aditnamasaya @tempodotco apa ga sekalian? banjir jakarta juga gara2 kolaborasi jin dan si manis jembatan ancol? :v""",2,,,
@mazhghufron,12/29/2014,sepertinya sy merapat ke whetac malam tahun baru ....\nmau keMR JAKARTA banjir\ndi TUTOR sampai sekarang ga da konfirmasi lagiii,2,,,
@Christyers_SRGN,12/29/2014,Kamu tuh kaya Jakarta kalo hujan ya. | Kok gitu? | Bikin otakku MACET gara-gara BANJIR pikiran tentang kamu @CherlyChiBi,1,,,
@Harianterbit_,12/29/2014,Pompa Air Siap  Djarot Nggak Janji Jakarta Bebas Banjir http://www.harianterbit.com/read/2014/12/29/14945/18/18/Pompa-Air-Siap-Djarot-Nggak-Janji-Jakarta-Bebas-Banjir?? #Megapolitan,2,,,
@Jakarta_Bangkit,12/29/2014,Sebabkan Banjir  Beton Penutup Saluran Dibongkar http://bit.ly/1vmoDmK?,2,,,
@BeritaLepas,12/29/2014,#Berita Nasib Garuda Penangkal 'Banjir Abadi' Jakarta?: Hujan belum mau bergeser dari pesisir ... http://cur.lv/h6g8t? #politik #dunia,1,,,
@todaynewsinfo,12/29/2014,Nasib Garuda Penangkal 'Banjir Abadi' Jakarta?,1,,,
@bagus_k,12/29/2014,Besok rebo mlm main petasannya jgn banyak2 ya  entar langit marah  terus ujan  jakarta banjir lg  pd update status deh ,2,,,
@BeritaJakarta,12/29/2014,POTRET JAKARTA: Para Walikota dan Kepala BPKD Heru Budi Hartono  Saat Rapat Antisipasi Banjir dan Aset Daerah (29/12) pic.twitter.com/Er1lymgegs,2,,,
@LothpYudi,12/29/2014,tulung jangan berdoa seperti ini Gih...Jakarta udah siaga banjir malming ujan mulu (with Sugihindra) [pic] ? https://path.com/p/2cQEKm?,2,,,
@daulatanggaran,12/29/2014,Berbagai upaya Pemerintah Provinsi DKI Jakarta dalam menanggulangi banjir lebih cepat tersosialisasi.\nhttp://ow.ly/Gx6PE?,2,,,
@inilahdotcom,12/29/2014,Wagub: 144 Pompa Air di Jakarta Siap Urai Banjir http://bit.ly/1A4lDke?,2,,,
@ojhie,12/29/2014,Rupanya Jakarta sudah berhenti banjir  minimal berhenti diberitakan....,2,,,
@Christyers_SRGN,12/29/2014,Kamu tuh kaya Jakarta kalo hujan ya. | Kok gitu? | Bikin otakku MACET gara-gara BANJIR pikiran tentang kamu @AnisaRahma_Adi,1,,,
@yogaaru97,12/29/2014,#news Nasib Garuda Penangkal 'Banjir Abadi' Jakarta?: Hujan belum mau bergeser dari pesisir ... http://ln.is/news.liputan6.com/re/BEKMS?? pin BB : 79C75484,1,,,
@BsanjayaP,12/29/2014,Untuk mengatasi ?banjir abadi? khususnya di Jakarta Utara  mantan Gubernur DKI Fauzi Bowo mengusulkan dibangun... http://bit.ly/1A4i3q1?,2,,,
@AmazingIbu,12/29/2014,[INFOGRAFIS] Garuda Raksasa di Teluk Jakarta: http://Liputan6.com?  Jakarta Untuk mengatasi 'banjir abadi' kh... http://bit.ly/1AdDqGZ?,1,,,
@mahirdesain,12/29/2014,Wagub: 144 Pompa Air di Jakarta Siap Urai Banjir: INILAHCOM  Jakarta - Wakil Gubernur DKI Jakarta  Djarot Saif... http://bit.ly/1EB1Td7?,2,,,
@WajibRetweet,12/29/2014,Wagub: 144 Pompa Air di Jakarta Siap Urai Banjir: INILAHCOM  Jakarta - Wakil Gubernur DKI Jakarta  Djarot Saif... http://tinyurl.com/o4jm7ec?,2,,,
@Kopdar_Jakarta,12/29/2014,087822958237 pak deden. baleendah RT @defroggimounty @Kopdar_Jakarta min pny cp atau no hp posko banjir kab.bandung?,2,,,
@sevenfoldy_,12/29/2014,[INFOGRAFIS] Garuda Raksasa di Teluk Jakarta: Untuk mengatasi ?banjir abadi? khususnya di Jakarta Utara  manta... http://bit.ly/1A4i3q1?,2,,,
@liputan6dotcom,12/29/2014,Nasib Garuda Penangkal 'Banjir Abadi' Jakarta? http://bit.ly/1wvTHRb?pic.twitter.com/XReuQdxN9d,1,,,
@Christyers_SRGN,12/29/2014,Kamu tuh kaya Jakarta kalo hujan ya. | Kok gitu? | Bikin otakku MACET gara-gara BANJIR pikiran tentang kamu @Angel_ChiBi,1,,,
@BanuMuhammad,12/29/2014,AirAsia hilang  banyak keluarga berduka.\nLongsor Banjarnegara belum usai penanganannya.\nJakarta masih rentan banjir\nHarusnya JNF dibatalkan,2,,,
@KabarSiang,12/29/2014,Pompa Air Siap  Djarot Nggak Janji Jakarta Bebas Banjir http://harianterbit.com/read/2014/12/29/14945/18/18/Pompa-Air-Siap-Djarot-Nggak-Janji-Jakarta-Bebas-Banjir?? #Indahnyaberbagi,2,,,
@RezaWarihh,12/29/2014,Cc @ypaonganan RT @RezaWarihh: Acuhkan banjir Jakarta Metro Tv dikecam netizen RT @Metro_TV: Golf ... http://tmi.me/1eVebZ?,2,,,
@EVALockheart,12/29/2014,Abal-abalkah Tuduhan @Metro_TV Tak Siarkan Banjir Jakarta? - Chirpstory http://chirpstory.com/li/245065? via @chirpstory,2,,,
@pcyehlj,12/29/2014,@qaqaJung ko bekasi ikut2an banjir si kaya jakarta emang dia daratan rendah ya mam? Aku gatau daerah bekasi si,2,,,
@BeritaJakarta,12/29/2014,POTRET JAKARTA: Laporan dari BPBD Provinsi DKI Jakarta  Saat Rapat Antisipasi Banjir dan Aset Daerah (29/12). pic.twitter.com/XvMvzYyVc3,2,,,
@admrsdi,12/29/2014,Sunset @ BKT (Banjir Kanal Timur) Jogging Track  Jakarta Timur. http://instagram.com/p/xMCN43zRrk/?,2,,,
@PuisiSelamat,12/29/2014,#Sabtu    Info Jakarta @infojekardah     :Sabtu Pagi  Jakarta Timur Banjir Lagi - http://Tempo.co?? http...  http://goo.gl/PGI95U?,2,,,
@mahirdesain,12/29/2014,Hikmah dalam Musibah Banjir: Oleh Ustadz Ammi Nur Baits?INILAHCOM  Jakarta--Kita semua tentu sangat berharap a... http://bit.ly/1ttyMEf?,2,,,
@SayaKianSantang,12/29/2014,Jakarta ternyata sudah bebas banjir dari dulu para ahli dari Oxford sudah membuktikan itu pada saat musim kemarau.,2,,,
@ACTforHumanity,12/29/2014,DERM & MRI: Siap Hadapi Kemungkinan Banjir Jakarta\nhttp://act.id/id/whats-happening/view/1031/derm-mri-siap-hadapi-kemungkinan-banjir??\n#LetsACTIndonesiapic.twitter.com/zXEivYdsqM,2,,,
@BeritaJakarta,12/29/2014,POTRET JAKARTA: Basuki duduk didampingi Djarot dan Saefullah  Saat Pimpin Rapat Antisipasi Banjir dan Aset Daerah. pic.twitter.com/GkAXyhnXxM,2,,,
